khung,thanh_phan,n,mae,rmse,r2,r2_ngay_tho,vuot_ngay_tho,rmse_ngay_tho,ty_le_rmse_tren_ngay_tho,adf_thong_ke,adf_p,adf_do_tre,adf_cv5,adf_ket_luan,kpss_thong_ke,kpss_p,kpss_ket_luan,res_tb,res_do_lech_chuan,res_do_lech,res_do_nhon,res_tu_tuong_quan1
M15,open,122442,4.501534627265658e-05,0.0001554023209949706,0.9994895542577703,0.9691508970821733,True,0.0012081047701180947,0.12863314907678058,-39.06081125610593,0.0,71,-2.861563619633919,phan du DUNG (bac bo H0),0.24245765872960537,0.1,phan du DUNG (khong bac bo H0),-1.6160203564733687e-07,0.00015540287156959852,3.17976686430944,2644.4600924393353,0.007798113251328047
M15,high,122442,0.0006650863979735219,0.0011347879477633057,0.9741029259068823,0.9619314356762617,True,0.0013758546196516702,0.8247876858171279,-45.20884976934373,0.0,53,-2.8615636161600615,phan du DUNG (bac bo H0),0.07925180291552544,0.1,phan du DUNG (khong bac bo H0),-1.4191694759503592e-05,0.0011347038370441043,-7.658731564022033,355.67260234059233,0.06669037192430703
M15,low,122442,0.000670056115230539,0.0010703662338184116,0.9752207784122789,0.9639523863729683,True,0.001291003893604914,0.8290960539472825,-44.21262332460946,0.0,63,-2.861563618089856,phan du DUNG (bac bo H0),0.04195369260930892,0.1,phan du DUNG (khong bac bo H0),1.3699767543309243e-05,0.0010702829281844567,2.712602361445879,50.09528952775128,0.07968332817767158
M15,close,122442,0.0007873511827271875,0.0011626927637825692,0.9712903892457003,0.9683306998936011,True,0.0012211513033617645,0.9521283403471281,-53.999839537918604,0.0,32,-2.861563612108519,phan du DUNG (bac bo H0),0.043187310688002745,0.1,phan du DUNG (khong bac bo H0),1.1800987989600411e-06,0.0011626969128590982,-0.07287590652942472,17.84379438524978,0.060804928482440186
