khung,thanh_phan,n,delta_tb,delta_do_lech_chuan,nua_doi_song_nen,adf_thong_ke,adf_p,adf_cv5,ket_luan
H1,open,31560,-0.0008908940802670395,0.006871958986491139,18.545601990802414,-7.4313088977579005,6.34997659987323e-11,-2.8616317365246573,dong tich hop (Delta dung)
H1,high,31560,-0.001359496119476115,0.007257291100313614,14.749469144706094,-7.929616205164106,3.541919088127976e-12,-2.8616317132372373,dong tich hop (Delta dung)
H1,low,31560,-0.0003943368755369206,0.006732205988819963,16.591796826001662,-7.515915972820018,3.903816312211514e-11,-2.8616317365246573,dong tich hop (Delta dung)
H1,close,31560,-0.0008508216110159025,0.006825885761509416,19.69410545490938,-7.410107013234217,7.171373739705613e-11,-2.8616317365246573,dong tich hop (Delta dung)
