khung,thanh_phan,buoc,n,mae_mo_hinh_usd,mae_giu_delta_usd,mae_mot_buoc_usd,mape_mo_hinh_pct,rmse_mo_hinh_usd,gia_tri_tb_usd
H1,low,30,404.0,5.487626127568044,6.022710465158912,2.329567227104241,0.25141791412008524,7.786631701415526,2242.7005643564357
H1,low,31,404.0,5.702883841134519,6.283127355045157,2.340692830604107,0.26059920288590444,8.280670744367537,2242.903108910891
H1,low,32,404.0,5.754750641729746,6.285172645436378,2.2913266584648135,0.2617298283748239,8.49072116810146,2243.040047029703
H1,low,33,404.0,5.696260904317569,6.140248434806639,2.290110858878056,0.2580283317798401,8.002790548976352,2243.318059405941
H1,low,34,404.0,5.826822025064818,6.182531452977584,2.403833771628305,0.2640509858642022,8.267746116427244,2243.169254950495
H1,low,35,404.0,5.835052630992167,6.249264392681226,2.3362213238493448,0.26351279172862346,8.578069137966075,2243.362396039604
H1,low,36,404.0,5.538422010192481,6.02024843873815,2.2384329917579846,0.2505068684597407,8.026944456237235,2243.046715346535
H1,low,37,404.0,5.790639420314568,6.248198194461865,2.456668213674519,0.2623254061932314,8.102128784174123,2243.0208044554456
H1,low,38,404.0,5.975404485629591,6.263311873530432,2.4907048425459526,0.2718348301088196,8.672991914575347,2242.716349009901
H1,low,39,404.0,5.961352736207102,6.3334337279104895,2.2076948968083867,0.27234822636343536,8.585857150480404,2242.4969554455447
H1,low,40,404.0,5.96568488043562,6.364773553193581,2.4014512898254026,0.27083187343039467,8.35395642479788,2242.036396039604
H1,low,41,404.0,5.985939238060659,6.333612846692361,2.2738557717778836,0.2723525536501969,8.4033508825187,2241.9475272277227
H1,low,42,404.0,6.031528028934567,6.64276087479337,2.4029333348770576,0.27508282604227124,8.563052671070121,2242.283277227723
H1,low,43,404.0,6.4336740417241725,6.767820564361211,2.4956491938042507,0.296113717535385,9.334400155987232,2242.1162178217824
H1,low,44,404.0,6.532953880620786,6.8681095020325165,2.237549091523866,0.3019432417030475,9.103898600975278,2242.2098094059406
H1,low,45,404.0,6.537240526950884,6.868204056520052,2.322610235741492,0.3005948675816252,9.118701795855033,2242.378175742574
H1,low,46,404.0,6.597994232961442,6.9708346349389245,2.582908944130675,0.300589588384841,9.767657677354931,2242.027301980198
H1,low,47,404.0,6.875071012716145,7.198931508334568,2.4482076890885516,0.314471461431965,10.028884795585142,2242.078824257426
H1,low,48,404.0,6.663888507299607,7.112264147504271,2.288925511732263,0.30275876734656537,9.760265939078085,2242.3092549504954
H1,low,49,404.0,6.7711586601060825,7.22952312447135,2.1917657651360396,0.309938287159373,10.187224135887487,2242.43153960396
H1,low,50,404.0,6.827108668550834,7.277087991216642,2.3433510543119804,0.31275603458841195,10.757449490499123,2242.544717821782
H1,open,1,404.0,2.6853926538703825,2.6750099244685854,0.21605580979888603,0.12809448109841337,3.874310247804272,2242.304797029703
H1,open,2,404.0,2.898420190965246,3.096180836333466,0.21307906622013206,0.13503886502258491,4.23947036282148,2242.6497920792076
H1,open,3,404.0,3.4171531331259852,3.5162206164308842,0.18690369938810808,0.15708604574046453,4.794512970908468,2243.1511212871287
H1,open,4,404.0,3.880348798139591,3.8979017284391895,0.18927924534417603,0.18116404693062127,5.577386318659742,2243.394396039604
H1,open,5,404.0,4.169486904549899,4.180142897105247,0.25328263745644386,0.19249766230372986,5.72253129371824,2243.520037128713
H1,open,6,404.0,4.107609834680758,4.122312127850698,0.1967654551107599,0.189286308727905,5.741772875459322,2243.9980074257423
H1,open,7,404.0,4.417335377105004,4.474205958600564,0.2780659124971965,0.19943503410327665,6.393647732260927,2243.6145569306927
H1,open,8,404.0,4.492579422252086,4.556457598441821,0.21773080591578034,0.20621852292378862,6.289731573514973,2243.889495049505
H1,open,9,404.0,4.4126861358019145,4.606917092011505,0.17090820833205425,0.2024216399593885,6.169061000335088,2244.1777029702976
H1,open,10,404.0,4.499841014470936,4.617380722279465,0.19917370143862498,0.20398822218180182,6.144707610389537,2244.2937970297035
H1,open,11,404.0,4.6787199018478915,4.819370423459023,0.21633620148852323,0.2139722849618397,6.4658486770914765,2244.604202970297
H1,open,12,404.0,5.008944552786473,5.17772589556444,0.1660383966632146,0.22773858946769548,6.922163057784891,2244.644534653465
H1,open,13,404.0,5.0481589437192715,5.146267967504296,0.21902692422837627,0.22829276680181046,7.002484193497975,2244.531821782178
H1,open,14,404.0,4.978218026538445,5.103645218622286,0.21361732171776804,0.2272788373409373,7.060230672349797,2244.8283242574257
H1,open,15,404.0,5.049733238350877,5.180964659707638,0.28945159278532234,0.22870835524880745,7.306739043295185,2244.594287128713
H1,open,16,404.0,4.998881451634266,5.181856688390886,0.2129783159579975,0.22656961883649654,7.272636955590236,2244.9487797029706
H1,open,17,404.0,5.0648083807866655,5.088314946479132,0.18553727006795412,0.23119247623903746,7.335444915093991,2245.1461212871286
H1,open,18,404.0,5.039736401124294,5.025452856461187,0.19217831626729218,0.22962352266834535,7.3269466511243175,2245.096066831684
H1,open,19,404.0,5.2240276990417165,5.25805923154565,0.21584705714696098,0.23877750435803793,7.5439592216985405,2245.2929975247525
H1,open,20,404.0,5.236330999978556,5.258034022146158,0.26862344430722795,0.23729871878145078,7.615756214052758,2245.199735148515
H1,open,21,404.0,5.360992743822797,5.493597377656089,0.2476355899228348,0.24048033668455068,7.843622007574801,2245.508774752475
H1,open,22,404.0,5.488581250973775,5.506227994796536,0.1991830731500577,0.2462142253218261,8.018011029955598,2245.6647277227726
H1,open,23,404.0,5.440538089011985,5.688403189228324,0.21469354965537749,0.24201069312929355,7.919906623138714,2245.7390767326733
H1,open,24,404.0,5.217564540356896,5.204344609030416,0.22550925989257692,0.23451884424271469,7.602587825879108,2245.696371287129
H1,open,25,404.0,5.180768964087137,5.263867454489654,0.22937327611636968,0.23374933227381592,7.3948917765864115,2245.375143564356
H1,open,26,404.0,5.452697340086485,5.438171066601667,0.20420250585870617,0.24769789173731865,7.930275900940111,2245.4009034653463
H1,open,27,404.0,5.52643524370068,5.585409061605915,0.19319125214959998,0.250117780492132,8.08194188384381,2245.679745049505
H1,open,28,404.0,5.4928490771003,5.456877323662929,0.24966260281770464,0.24888983019097197,7.915136678462879,2245.432277227723
H1,open,29,404.0,5.410505100100591,5.504510907525501,0.28941549095858227,0.24325008523773833,7.885250439003513,2245.45670049505
H1,open,30,404.0,5.5541051325566535,5.696563062936381,0.21571141928406726,0.2510974841947683,8.005003896001313,2245.767844059406
H1,open,31,404.0,5.6679989078855195,5.816410067907694,0.21885257106719627,0.25950168183087857,8.133754009347262,2245.978353960396
H1,open,32,404.0,6.055236934932392,6.481785348262053,0.24926009552206377,0.2748531443021889,8.778282865892459,2246.2789084158417
H1,open,33,404.0,5.8948128166285585,5.90840027343697,0.19986553447995561,0.2660324182671337,8.460994919405884,2246.518
H1,open,34,404.0,5.899650146474567,5.888027239762562,0.2567758422545289,0.26505663416147557,8.541420996619456,2246.4425173267327
H1,open,35,404.0,5.998870259310842,6.083747741980886,0.20878286303335775,0.27121163611085225,8.585429223160224,2246.4928044554454
H1,open,36,404.0,5.906007634711633,6.042025444342323,0.2228356039350213,0.2672447437827798,8.664074252046927,2246.5101163366335
H1,open,37,404.0,5.894107003379797,5.963793208792818,0.21514074231420002,0.2657723406287762,8.40630194961237,2246.296987623762
H1,open,38,404.0,5.9841608578786,5.99683098008674,0.22295919062031994,0.2717319228137905,8.471467028044078,2246.223915841584
H1,open,39,404.0,6.038535193863774,6.10146669903723,0.25781810716351133,0.273012957487991,9.062287888613314,2245.8995965346535
H1,open,40,404.0,6.248371273247999,6.267427445504858,0.21392742146345467,0.2852283317246574,8.974475385348429,2245.4609108910895
H1,open,41,404.0,6.121405131485146,6.10148323756939,0.24968269835984291,0.27794197969743173,8.746596739992105,2245.337782178218
H1,open,42,404.0,6.271700473048008,6.556987564792147,0.2102596926038486,0.2848628159961029,8.964115604243526,2245.376836633663
H1,open,43,404.0,6.388325073924244,6.296429216203658,0.2358759140338722,0.29150093480594735,9.118205825641851,2245.4700816831682
H1,open,44,404.0,6.751743300824741,6.675793086745448,0.22064065672012217,0.3098569322182307,9.779833157945951,2245.332930693069
H1,open,45,404.0,6.729319386053075,6.711671638827173,0.24693197826995925,0.30804329366148686,9.51107568579422,2245.485626237624
H1,open,46,404.0,6.7939647148181335,6.802639747973073,0.22368721743840683,0.3117443221383696,10.133879733289413,2245.417358910891
H1,open,47,404.0,6.81868266225643,6.828778519188003,0.2143907969206573,0.310853008402118,10.49016425390602,2245.17996039604
H1,open,48,404.0,6.744505980842349,6.6657915536454215,0.208953480572917,0.306667207326175,9.921924317982471,2245.423284653466
H1,open,49,404.0,7.029692644216523,7.020239631817533,0.18329455787899168,0.31882484768497227,10.376226004390745,2245.69228960396
H1,open,50,404.0,6.985174565421545,6.835158107969581,0.2022791725547581,0.31971592136669535,10.602922509178084,2245.4546212871287
