time,macro_tone
2019-12-27 00:00:00+00:00,-0.8033
2019-12-28 00:00:00+00:00,-0.8632
2019-12-29 00:00:00+00:00,-1.7102
2019-12-30 00:00:00+00:00,-0.8662
2019-12-31 00:00:00+00:00,-0.5906
2020-01-01 00:00:00+00:00,-1.444
2020-01-02 00:00:00+00:00,-0.9199
2020-01-03 00:00:00+00:00,-1.2108
2020-01-04 00:00:00+00:00,-1.5101
2020-01-05 00:00:00+00:00,-2.0044
2020-01-06 00:00:00+00:00,-1.7487
2020-01-07 00:00:00+00:00,-1.1359
2020-01-08 00:00:00+00:00,-1.1224
2020-01-09 00:00:00+00:00,-1.3549
2020-01-10 00:00:00+00:00,-0.8568
2020-01-11 00:00:00+00:00,-0.952
2020-01-12 00:00:00+00:00,-2.9061
2020-01-13 00:00:00+00:00,-1.9466
2020-01-14 00:00:00+00:00,-0.9535
2020-01-15 00:00:00+00:00,-0.8943
2020-01-16 00:00:00+00:00,-0.6798
2020-01-17 00:00:00+00:00,-0.8572
2020-01-18 00:00:00+00:00,-1.1352
2020-01-19 00:00:00+00:00,-0.9324
2020-01-20 00:00:00+00:00,-0.8682
2020-01-21 00:00:00+00:00,-1.1968
2020-01-22 00:00:00+00:00,-1.4171
2020-01-23 00:00:00+00:00,-0.9634
2020-01-24 00:00:00+00:00,-1.1185
2020-01-25 00:00:00+00:00,-1.0904
2020-01-26 00:00:00+00:00,-1.071
2020-01-27 00:00:00+00:00,-1.1154
2020-01-28 00:00:00+00:00,-1.2755
