time,macro_vol
2020-07-19 00:00:00+00:00,0.345
2020-07-20 00:00:00+00:00,0.4028
2020-07-21 00:00:00+00:00,0.6134
2020-07-22 00:00:00+00:00,0.4574
2020-07-23 00:00:00+00:00,0.4801
2020-07-24 00:00:00+00:00,0.4604
2020-07-25 00:00:00+00:00,0.2569
2020-07-26 00:00:00+00:00,0.4692
2020-07-27 00:00:00+00:00,0.5325
2020-07-28 00:00:00+00:00,0.6661
2020-07-29 00:00:00+00:00,0.8317
2020-07-30 00:00:00+00:00,0.978
2020-07-31 00:00:00+00:00,0.5509
2020-08-01 00:00:00+00:00,0.3127
